constructorStandingsId;points;position;positionText;wins;constructorId;raceId
22455;0.0;7;7;0;32;576
22454;0.0;8;8;0;37;576
22453;0.0;9;9;0;26;576
22452;0.0;10;10;0;202;576
22480;0.0;15;15;0;66;577
22479;0.0;6;6;0;73;577
22478;0.0;11;11;0;63;577
22477;0.0;12;12;0;3;577
22476;0.0;14;14;0;56;577
22475;15.0;1;1;1;1;577
22474;7.0;3;3;0;64;577
22473;13.0;2;2;1;34;577
22472;6.0;4;4;0;6;577
22471;2.0;5;5;0;25;577
22470;0.0;7;7;0;67;577
22469;0.0;8;8;0;32;577
22468;0.0;9;9;0;37;577
22467;0.0;10;10;0;26;577
22466;0.0;13;13;0;202;577
22496;0.0;8;8;0;75;578
22495;0.0;16;16;0;66;578
22494;0.0;7;7;0;73;578
22493;0.0;13;13;0;63;578
22492;0.0;14;14;0;3;578
22491;0.0;15;15;0;56;578
22490;16.0;2;2;1;1;578
22489;7.0;5;5;0;64;578
22488;19.0;1;1;1;34;578
22487;8.0;4;4;0;6;578
22486;11.0;3;3;1;25;578
22485;0.0;6;6;0;67;578
22484;0.0;9;9;0;32;578
22483;0.0;11;11;0;37;578
22482;0.0;12;12;0;26;578
22481;0.0;10;10;0;202;578
22513;0.0;17;17;0;57;579
22512;0.0;12;12;0;75;579
22511;0.0;16;16;0;66;579
22510;0.0;11;11;0;73;579
22509;0.0;13;13;0;63;579
22508;0.0;10;10;0;3;579
22507;0.0;15;15;0;56;579
22506;20.5;2;2;2;1;579
22505;7.0;5;5;0;64;579
22504;21.0;1;1;1;34;579
22503;8.0;4;4;0;6;579
22502;11.0;3;3;1;25;579
22501;0.0;9;9;0;67;579
22500;3.0;6;6;0;32;579
22499;1.0;8;8;0;37;579
22498;0.0;14;14;0;26;579
22497;1.5;7;7;0;202;579
22530;0.0;17;17;0;57;580
22529;0.0;12;12;0;75;580
22528;0.0;16;16;0;66;580
22527;0.0;11;11;0;73;580
22526;0.0;13;13;0;63;580
22525;0.0;10;10;0;3;580
22524;0.0;15;15;0;56;580
22523;26.5;1;1;2;1;580
22522;7.0;5;5;0;64;580
22521;25.0;2;2;1;34;580
22520;17.0;3;3;1;6;580
22519;13.0;4;4;1;25;580
22518;0.0;9;9;0;67;580
22517;6.0;6;6;0;32;580
22516;1.0;8;8;0;37;580
22515;0.0;14;14;0;26;580
22514;1.5;7;7;0;202;580
22547;0.0;17;17;0;57;581
22546;0.0;12;12;0;75;581
22545;0.0;14;14;0;66;581
22544;0.0;11;11;0;73;581
22543;0.0;13;13;0;63;581
22542;0.0;10;10;0;3;581
22541;0.0;16;16;0;56;581
22540;26.5;2;2;2;1;581
22539;7.0;5;5;0;64;581
22538;29.0;1;1;1;34;581
22537;26.0;3;3;2;6;581
22536;19.0;4;4;1;25;581
22535;0.0;9;9;0;67;581
22534;6.0;6;6;0;32;581
22533;1.0;8;8;0;37;581
22532;0.0;15;15;0;26;581
22531;2.5;7;7;0;202;581
22715;0.0;17;17;0;57;582
22714;1.0;11;11;0;75;582
22713;0.0;14;14;0;66;582
22712;3.0;7;7;0;73;582
22711;0.0;13;13;0;63;582
22710;0.0;12;12;0;3;582
22709;0.0;16;16;0;56;582
22708;26.5;3;3;2;1;582
22706;33.0;2;2;1;34;582
22704;19.0;4;4;1;25;582
22701;1.0;10;10;0;37;582
22700;0.0;15;15;0;26;582
22733;0.0;18;18;0;74;583
22732;0.0;16;16;0;57;583
22731;1.0;11;11;0;75;583
22730;0.0;14;14;0;66;583
22729;3.0;8;8;0;73;583
22728;0.0;13;13;0;63;583
22727;0.0;12;12;0;3;583
22726;0.0;17;17;0;56;583
22725;26.5;3;3;2;1;583
22723;36.0;2;2;1;34;583
22721;19.0;4;4;1;25;583
22719;6.0;6;6;0;32;583
22718;1.0;10;10;0;37;583
22717;0.0;15;15;0;26;583
22751;0.0;18;18;0;74;584
22750;0.0;16;16;0;57;584
22749;1.0;11;11;0;75;584
22748;0.0;14;14;0;66;584
22747;5.0;7;7;0;73;584
22746;0.0;13;13;0;63;584
22745;0.0;12;12;0;3;584
22743;30.5;3;3;2;1;584
22742;22.0;4;4;1;64;584
22739;20.0;5;5;1;25;584
22737;6.0;6;6;0;32;584
22736;1.0;10;10;0;37;584
22735;0.0;15;15;0;26;584
22770;0.0;19;19;0;74;585
22769;0.0;18;18;0;76;585
22768;0.0;16;16;0;57;585
22767;1.0;11;11;0;75;585
22766;0.0;14;14;0;66;585
22765;5.0;7;7;0;73;585
22764;0.0;13;13;0;63;585
22763;0.0;12;12;0;3;585
22761;39.5;3;3;3;1;585
22760;25.0;4;4;1;64;585
22757;24.0;5;5;1;25;585
22756;2.0;10;10;0;67;585
22755;6.0;6;6;0;32;585
22754;3.0;9;9;0;37;585
22753;0.0;15;15;0;26;585
22789;0.0;19;19;0;74;586
22788;0.0;18;18;0;76;586
22787;1.0;13;13;0;57;586
22786;3.0;11;11;0;75;586
22785;0.0;15;15;0;66;586
22784;5.0;9;9;0;73;586
22783;0.0;14;14;0;63;586
22782;6.0;8;8;0;3;586
22780;39.5;3;3;3;1;586
22779;25.0;4;4;1;64;586
22776;24.0;5;5;1;25;586
22775;2.0;12;12;0;67;586
22774;6.0;7;7;0;32;586
22773;3.0;10;10;0;37;586
22772;0.0;16;16;0;26;586
22809;0.0;20;20;0;74;587
22808;0.0;19;19;0;203;587
22807;0.0;18;18;0;76;587
22806;1.0;13;13;0;57;587
22805;3.0;11;11;0;75;587
22804;0.0;15;15;0;66;587
22803;5.0;10;10;0;73;587
22802;0.0;14;14;0;63;587
22801;6.0;9;9;0;3;587
22800;0.0;17;17;0;56;587
22799;41.0;3;3;3;1;587
22798;28.0;4;4;1;64;587
22797;51.0;2;2;2;34;587
22796;54.5;1;1;4;6;587
22795;24.0;5;5;1;25;587
22794;2.0;12;12;0;67;587
22829;0.0;20;20;0;74;588
22828;0.0;19;19;0;203;588
22827;0.0;18;18;0;76;588
22826;1.0;13;13;0;57;588
22825;3.0;11;11;0;75;588
22824;0.0;15;15;0;66;588
22823;5.0;10;10;0;73;588
22822;0.0;14;14;0;63;588
22821;6.0;9;9;0;3;588
22820;0.0;17;17;0;56;588
22819;47.0;3;3;3;1;588
22818;30.0;4;4;1;64;588
22817;54.0;2;2;2;34;588
22816;63.5;1;1;5;6;588
22815;24.0;5;5;1;25;588
22814;2.0;12;12;0;67;588
22849;0.0;20;20;0;74;589
22848;0.0;19;19;0;203;589
22847;0.0;18;18;0;76;589
22846;1.0;13;13;0;57;589
22845;3.0;11;11;0;75;589
22844;0.0;15;15;0;66;589
22843;5.0;10;10;0;73;589
22842;0.0;14;14;0;63;589
22841;6.0;9;9;0;3;589
22840;0.0;16;16;0;56;589
22839;53.0;3;3;3;1;589
22838;33.0;4;4;1;64;589
22837;54.0;2;2;2;34;589
22836;72.5;1;1;6;6;589
22835;25.0;5;5;1;25;589
22834;2.0;12;12;0;67;589
22222;0.0;11;11;0;58;590
22221;0.0;10;10;0;80;590
22220;0.0;9;9;0;63;590
22219;0.0;8;8;0;32;590
22218;9.0;1;1;1;1;590
22217;6.0;2;2;0;6;590
22216;2.0;3;3;0;66;590
22215;1.0;4;4;0;25;590
22214;0.0;5;5;0;34;590
22213;0.0;6;6;0;37;590
22212;0.0;7;7;0;26;590
22233;0.0;10;10;0;58;591
22232;0.0;11;11;0;80;591
22231;4.0;3;3;0;32;591
22230;3.0;4;4;0;63;591
22229;18.0;1;1;2;1;591
22228;12.0;2;2;0;6;591
22227;2.0;5;5;0;66;591
22226;1.0;6;6;0;25;591
22225;0.0;7;7;0;34;591
22224;0.0;8;8;0;37;591
22223;0.0;9;9;0;26;591
22245;0.0;12;12;0;64;592
22244;0.0;11;11;0;58;592
22243;1.0;9;9;0;80;592
22242;4.0;5;5;0;32;592
22241;3.0;7;7;0;63;592
22240;22.0;1;1;2;1;592
22239;12.0;2;2;0;6;592
22238;8.0;4;4;0;66;592
22237;4.0;6;6;0;25;592
22236;9.0;3;3;1;34;592
22235;2.0;8;8;0;37;592
22234;0.0;10;10;0;26;592
22259;0.0;14;14;0;78;593
22258;0.0;10;10;0;58;593
22257;0.0;11;11;0;64;593
22256;0.0;13;13;0;77;593
22255;1.0;9;9;0;80;593
22254;4.0;7;7;0;32;593
22253;3.0;8;8;0;63;593
22252;26.0;1;1;2;1;593
22251;21.0;2;2;1;6;593
22250;8.0;4;4;0;66;593
22249;6.0;5;5;0;25;593
22248;9.0;3;3;1;34;593
22247;5.0;6;6;0;37;593
22246;0.0;12;12;0;26;593
22275;0.0;15;15;0;79;594
22274;0.0;16;16;0;78;594
22273;0.0;14;14;0;57;594
22272;0.0;10;10;0;58;594
22271;0.0;13;13;0;64;594
22270;0.0;12;12;0;77;594
22269;1.0;9;9;0;80;594
22268;4.0;7;7;0;32;594
22267;3.0;8;8;0;63;594
22266;35.0;1;1;3;1;594
22265;27.0;2;2;1;6;594
22264;10.0;3;3;0;66;594
22263;10.0;4;4;0;25;594
22262;9.0;5;5;1;34;594
22261;5.0;6;6;0;37;594
22260;0.0;11;11;0;26;594
22291;0.0;15;15;0;79;595
22290;0.0;16;16;0;78;595
22289;0.0;14;14;0;57;595
22288;4.0;8;8;0;58;595
22287;0.0;13;13;0;64;595
22286;0.0;12;12;0;77;595
22285;1.0;10;10;0;80;595
22284;13.0;4;4;1;32;595
22283;3.0;9;9;0;63;595
22282;37.0;1;1;3;1;595
22281;30.0;2;2;1;6;595
22280;10.0;6;6;0;66;595
22279;16.0;3;3;0;25;595
22278;10.0;5;5;1;34;595
22277;5.0;7;7;0;37;595
22276;0.0;11;11;0;26;595
22307;0.0;15;15;0;79;596
22306;0.0;16;16;0;78;596
22305;0.0;14;14;0;57;596
22304;6.0;7;7;0;58;596
22303;4.0;9;9;0;64;596
22302;0.0;13;13;0;77;596
22301;1.0;12;12;0;80;596
22300;13.0;4;4;1;32;596
22299;3.0;10;10;0;63;596
22298;40.0;1;1;3;1;596
22297;30.0;2;2;1;6;596
22296;10.0;6;6;0;66;596
22295;25.0;3;3;1;25;596
22294;10.0;5;5;1;34;596
22293;5.0;8;8;0;37;596
22292;1.0;11;11;0;26;596
22323;0.0;15;15;0;79;597
22322;0.0;16;16;0;78;597
22321;0.0;14;14;0;57;597
22320;6.0;7;7;0;58;597
22319;4.0;9;9;0;64;597
22318;0.0;13;13;0;77;597
22317;1.0;12;12;0;80;597
22316;13.0;4;4;1;32;597
22315;3.0;10;10;0;63;597
22314;42.0;1;1;3;1;597
22313;39.0;2;2;2;6;597
22312;10.0;6;6;0;66;597
22311;27.0;3;3;1;25;597
22310;10.0;5;5;1;34;597
22309;5.0;8;8;0;37;597
22308;1.0;11;11;0;26;597
22339;0.0;15;15;0;79;598
22338;0.0;16;16;0;78;598
22337;0.0;14;14;0;57;598
22336;6.0;7;7;0;58;598
22335;4.0;9;9;0;64;598
22334;0.0;13;13;0;77;598
22333;1.0;12;12;0;80;598
22332;22.0;4;4;2;32;598
22331;3.0;10;10;0;63;598
22330;43.0;2;2;3;1;598
22329;45.0;1;1;2;6;598
22328;10.0;6;6;0;66;598
22327;30.0;3;3;1;25;598
22326;10.0;5;5;1;34;598
22325;5.0;8;8;0;37;598
22324;1.0;11;11;0;26;598
22357;0.0;18;18;0;74;599
22356;0.0;17;17;0;76;599
22355;0.0;15;15;0;79;599
22354;0.0;16;16;0;78;599
22353;0.0;14;14;0;57;599
22352;6.0;7;7;0;58;599
22351;4.0;9;9;0;64;599
22350;0.0;13;13;0;77;599
22349;1.0;12;12;0;80;599
22348;26.0;4;4;2;32;599
22347;3.0;10;10;0;63;599
22346;49.0;1;1;3;1;599
22345;48.0;2;2;2;6;599
22344;10.0;6;6;0;66;599
22343;39.0;3;3;2;25;599
22342;11.0;5;5;1;34;599
22341;5.0;8;8;0;37;599
22340;1.0;11;11;0;26;599
22375;0.0;18;18;0;74;600
22374;0.0;17;17;0;76;600
22373;0.0;16;16;0;78;600
22372;0.0;14;14;0;79;600
22371;0.0;15;15;0;57;600
22370;7.0;7;7;0;58;600
22369;4.0;9;9;0;64;600
22368;0.0;13;13;0;77;600
22367;1.0;12;12;0;80;600
22366;29.0;4;4;2;32;600
22365;3.0;10;10;0;63;600
22364;49.0;2;2;3;1;600
22363;57.0;1;1;3;6;600
22362;10.0;6;6;0;66;600
22361;45.0;3;3;2;25;600
22360;15.0;5;5;1;34;600
22359;5.0;8;8;0;37;600
22358;1.0;11;11;0;26;600
22393;0.0;18;18;0;74;601
22392;0.0;17;17;0;76;601
22391;0.0;16;16;0;78;601
22390;0.0;14;14;0;79;601
22389;0.0;15;15;0;57;601
22388;7.0;8;8;0;58;601
22387;8.0;7;7;0;64;601
22386;0.0;13;13;0;77;601
22385;1.0;12;12;0;80;601
22384;29.0;4;4;2;32;601
22383;3.0;10;10;0;63;601
22382;55.0;2;2;3;1;601
22381;59.0;1;1;3;6;601
22380;10.0;6;6;0;66;601
22379;45.0;3;3;2;25;601
22378;24.0;5;5;2;34;601
22377;6.0;9;9;0;37;601
22376;1.0;11;11;0;26;601
22411;0.0;18;18;0;74;602
22410;0.0;17;17;0;76;602
22409;0.0;16;16;0;78;602
22408;0.0;14;14;0;79;602
22407;0.0;15;15;0;57;602
22406;7.0;8;8;0;58;602
22405;8.0;7;7;0;64;602
22404;0.0;13;13;0;77;602
22403;4.0;10;10;0;80;602
22402;38.0;4;4;3;32;602
22401;3.0;11;11;0;63;602
22400;61.0;1;1;3;1;602
22399;59.0;2;2;3;6;602
22398;10.0;6;6;0;66;602
22397;49.0;3;3;2;25;602
22396;26.0;5;5;2;34;602
22395;6.0;9;9;0;37;602
22394;1.0;12;12;0;26;602
22431;0.0;20;20;0;74;603
22430;0.0;19;19;0;76;603
22429;0.0;18;18;0;78;603
22428;0.0;13;13;0;73;603
22427;0.0;15;15;0;67;603
22426;0.0;16;16;0;79;603
22425;0.0;17;17;0;57;603
22424;7.0;8;8;0;58;603
22423;11.0;6;6;0;64;603
22422;0.0;14;14;0;77;603
22421;4.0;10;10;0;80;603
22420;42.0;4;4;3;32;603
22419;3.0;11;11;0;63;603
22418;70.0;1;1;4;1;603
22417;65.0;2;2;3;6;603
22416;10.0;7;7;0;66;603
22415;51.0;3;3;2;25;603
22414;26.0;5;5;2;34;603
22413;6.0;9;9;0;37;603
22412;1.0;12;12;0;26;603
22451;0.0;20;20;0;74;604
22450;0.0;19;19;0;76;604
22449;0.0;18;18;0;78;604
22448;0.0;13;13;0;73;604
22447;0.0;15;15;0;67;604
22446;0.0;16;16;0;79;604
22445;0.0;17;17;0;57;604
22444;7.0;8;8;0;58;604
22443;15.0;6;6;0;64;604
22442;0.0;14;14;0;77;604
22441;4.0;10;10;0;80;604
22440;42.0;4;4;3;32;604
22439;3.0;11;11;0;63;604
22438;73.0;1;1;4;1;604
22437;65.0;2;2;3;6;604
22436;10.0;7;7;0;66;604
22435;52.0;3;3;2;25;604
22434;35.0;5;5;3;34;604
22433;6.0;9;9;0;37;604
22432;1.0;12;12;0;26;604
22038;0.0;9;9;0;63;605
22037;9.0;1;1;1;32;605
22036;6.0;2;2;0;25;605
22035;3.0;3;3;0;6;605
22034;2.0;4;4;0;1;605
22031;0.0;7;7;0;37;605
22030;0.0;8;8;0;80;605
21883;0.0;9;9;0;63;606
21882;0.0;7;7;0;80;606
21881;18.0;1;1;2;32;606
21880;12.0;2;2;0;25;606
21879;6.0;4;4;0;6;606
21878;6.0;3;3;0;1;606
21877;1.0;6;6;0;34;606
21876;1.0;5;5;0;66;606
21875;0.0;8;8;0;37;606
22048;1.0;7;7;0;58;607
22047;0.0;9;9;0;63;607
22046;22.0;1;1;2;32;607
22045;21.0;2;2;1;25;607
22043;12.0;3;3;0;1;607
22039;0.0;8;8;0;80;607
22058;5.0;5;5;0;58;608
22057;0.0;10;10;0;63;608
22056;31.0;1;1;3;32;608
22055;27.0;2;2;1;25;608
22054;9.0;4;4;0;6;608
22053;15.0;3;3;0;1;608
22052;1.0;7;7;0;34;608
22051;3.0;6;6;0;66;608
22050;0.0;8;8;0;37;608
22049;0.0;9;9;0;80;608
22069;1.0;8;8;0;81;609
22068;5.0;5;5;0;58;609
22067;0.0;11;11;0;63;609
22066;35.0;2;2;3;32;609
22065;36.0;1;1;2;25;609
22064;9.0;4;4;0;6;609
22063;15.0;3;3;0;1;609
22062;4.0;7;7;0;34;609
22061;5.0;6;6;0;66;609
22060;0.0;9;9;0;37;609
22059;0.0;10;10;0;80;609
22080;1.0;8;8;0;81;610
22079;5.0;5;5;0;58;610
22078;0.0;11;11;0;63;610
22077;37.0;2;2;3;32;610
22076;39.0;1;1;3;25;610
22075;9.0;4;4;0;6;610
22074;17.0;3;3;0;1;610
22073;4.0;7;7;0;34;610
22072;5.0;6;6;0;66;610
22071;0.0;9;9;0;37;610
22070;0.0;10;10;0;80;610
22091;1.0;8;8;0;81;611
22090;5.0;6;6;0;58;611
22089;0.0;11;11;0;63;611
22088;43.0;2;2;3;32;611
22087;43.0;1;1;3;25;611
22086;10.0;4;4;0;6;611
22085;26.0;3;3;1;1;611
22084;7.0;5;5;0;34;611
22083;5.0;7;7;0;66;611
22082;0.0;9;9;0;37;611
22081;0.0;10;10;0;80;611
22127;0.0;12;12;0;57;612
22126;1.0;9;9;0;81;612
22125;5.0;6;6;0;58;612
22124;0.0;11;11;0;63;612
22123;52.0;1;1;4;32;612
22122;51.0;2;2;3;25;612
22121;12.0;4;4;0;6;612
22118;5.0;7;7;0;66;612
22117;1.0;8;8;0;37;612
22116;0.0;10;10;0;80;612
22139;0.0;12;12;0;57;613
22138;1.0;9;9;0;81;613
22137;5.0;6;6;0;58;613
22136;0.0;11;11;0;63;613
22135;58.0;1;1;4;32;613
22134;53.0;2;2;3;25;613
22130;5.0;7;7;0;66;613
22129;4.0;8;8;0;37;613
22128;0.0;10;10;0;80;613
22151;0.0;12;12;0;57;614
22150;1.0;10;10;0;81;614
22149;5.0;8;8;0;58;614
22148;0.0;11;11;0;63;614
22147;58.0;2;2;4;32;614
22146;62.0;1;1;4;25;614
22145;12.0;5;5;0;6;614
22144;38.0;3;3;2;1;614
22143;12.0;4;4;0;34;614
22142;7.0;7;7;0;66;614
22141;8.0;6;6;0;37;614
22140;1.0;9;9;0;80;614
22163;0.0;12;12;0;57;615
22162;1.0;11;11;0;81;615
22161;5.0;8;8;0;58;615
22160;3.0;9;9;0;63;615
22159;59.0;2;2;4;32;615
22158;71.0;1;1;5;25;615
22157;12.0;5;5;0;6;615
22156;42.0;3;3;2;1;615
22155;14.0;4;4;0;34;615
22154;7.0;7;7;0;66;615
22153;8.0;6;6;0;37;615
22152;1.0;10;10;0;80;615
22175;0.0;12;12;0;57;616
22174;1.0;11;11;0;81;616
22173;5.0;9;9;0;58;616
22172;7.0;8;8;0;63;616
22171;68.0;2;2;5;32;616
22170;77.0;1;1;5;25;616
22169;12.0;5;5;0;6;616
22168;42.0;3;3;2;1;616
22167;17.0;4;4;0;34;616
22166;9.0;6;6;0;66;616
22165;8.0;7;7;0;37;616
22164;1.0;10;10;0;80;616
22187;0.0;12;12;0;57;617
22186;1.0;11;11;0;81;617
22185;5.0;9;9;0;58;617
22184;7.0;8;8;0;63;617
22183;77.0;2;2;6;32;617
22182;80.0;1;1;5;25;617
22181;12.0;5;5;0;6;617
22180;46.0;3;3;2;1;617
22179;18.0;4;4;0;34;617
22178;9.0;6;6;0;66;617
22177;8.0;7;7;0;37;617
22176;1.0;10;10;0;80;617
22199;0.0;12;12;0;57;618
22198;1.0;11;11;0;81;618
22197;9.0;7;7;0;58;618
22196;7.0;9;9;0;63;618
22195;83.0;1;1;6;32;618
22194;82.0;2;2;5;25;618
22193;12.0;5;5;0;6;618
22192;55.0;3;3;3;1;618
22191;18.0;4;4;0;34;618
22190;12.0;6;6;0;66;618
22189;8.0;8;8;0;37;618
22188;2.0;10;10;0;80;618
22211;0.0;12;12;0;57;619
22210;1.0;11;11;0;81;619
22209;9.0;8;8;0;58;619
22208;7.0;9;9;0;63;619
22207;92.0;1;1;7;32;619
22206;82.0;2;2;5;25;619
22205;12.0;6;6;0;6;619
22204;58.0;3;3;3;1;619
22203;22.0;4;4;0;34;619
22202;12.0;7;7;0;66;619
22201;14.0;5;5;0;37;619
22200;2.0;10;10;0;80;619
21900;6.0;2;2;0;1;620
21901;9.0;1;1;1;25;620
21902;0.0;9;9;0;82;620
21899;4.0;3;3;0;6;620
21897;1.0;5;5;0;37;620
21896;0.0;6;6;0;34;620
21903;6.0;4;4;0;32;621
21911;9.0;2;2;1;25;621
21910;0.0;9;9;0;82;621
21908;7.0;3;3;0;6;621
21907;2.0;6;6;0;63;621
21915;4.0;6;6;0;37;622
21920;9.0;4;4;1;25;622
21919;0.0;9;9;0;82;622
21917;13.0;3;3;0;6;622
21916;5.0;5;5;0;63;622
21929;12.0;4;4;1;25;623
21928;1.0;9;9;0;82;623
21926;19.0;3;3;0;6;623
21925;5.0;6;6;0;63;623
21924;4.0;7;7;0;37;623
21923;1.0;8;8;0;34;623
21922;9.0;5;5;1;66;623
21942;1.0;9;9;0;34;624
21943;6.0;7;7;0;37;624
21944;8.0;6;6;0;63;624
21945;19.0;3;3;0;6;624
21949;0.0;10;10;0;81;624
21948;18.0;4;4;1;25;624
21947;2.0;8;8;0;82;624
21959;0.0;10;10;0;81;625
21958;27.0;2;2;2;25;625
21957;6.0;8;8;0;82;625
21956;23.0;3;3;1;1;625
21955;19.0;4;4;0;6;625
21954;9.0;6;6;0;63;625
21953;8.0;7;7;0;37;625
21952;1.0;9;9;0;34;625
21951;9.0;5;5;1;66;625
21950;34.0;1;1;2;32;625
21970;0.0;11;11;0;83;626
21969;0.0;10;10;0;81;626
21968;33.0;2;2;2;25;626
21967;9.0;6;6;0;82;626
21966;27.0;3;3;1;1;626
21965;20.0;4;4;0;6;626
21964;9.0;7;7;0;63;626
21963;8.0;8;8;0;37;626
21962;1.0;9;9;0;34;626
21961;9.0;5;5;1;66;626
21960;43.0;1;1;3;32;626
21981;0.0;11;11;0;83;627
21980;0.0;10;10;0;81;627
21979;33.0;2;2;2;25;627
21978;9.0;7;7;0;82;627
21977;29.0;4;4;1;1;627
21976;29.0;3;3;1;6;627
21975;9.0;8;8;0;63;627
21974;12.0;6;6;0;37;627
21973;2.0;9;9;0;34;627
21972;12.0;5;5;1;66;627
21971;43.0;1;1;3;32;627
21993;0.0;11;11;0;84;628
21992;0.0;12;12;0;83;628
21991;0.0;10;10;0;81;628
21990;33.0;3;3;2;25;628
21989;11.0;8;8;0;82;628
21988;35.0;2;2;1;1;628
21987;29.0;4;4;1;6;628
21986;12.0;7;7;0;63;628
21985;12.0;6;6;0;37;628
21984;2.0;9;9;0;34;628
21983;13.0;5;5;1;66;628
21982;52.0;1;1;4;32;628
22005;0.0;11;11;0;84;629
22004;0.0;12;12;0;83;629
22003;0.0;10;10;0;81;629
22002;33.0;3;3;2;25;629
22001;11.0;8;8;0;82;629
22000;39.0;2;2;1;1;629
21999;29.0;4;4;1;6;629
21998;18.0;5;5;0;63;629
21997;12.0;7;7;0;37;629
21996;4.0;9;9;0;34;629
21995;14.0;6;6;1;66;629
21994;61.0;1;1;5;32;629
22017;0.0;11;11;0;84;630
22016;0.0;12;12;0;83;630
22015;0.0;10;10;0;81;630
22014;42.0;3;3;3;25;630
22013;12.0;7;7;0;82;630
22012;45.0;2;2;1;1;630
22011;31.0;4;4;1;6;630
22010;18.0;5;5;0;63;630
22009;12.0;8;8;0;37;630
22008;7.0;9;9;0;34;630
22007;14.0;6;6;1;66;630
22006;61.0;1;1;5;32;630
22029;0.0;11;11;0;84;631
22028;0.0;12;12;0;83;631
22027;0.0;10;10;0;81;631
22026;51.0;2;2;4;25;631
22025;12.0;8;8;0;82;631
22024;47.0;3;3;1;1;631
22023;33.0;4;4;1;6;631
22022;18.0;5;5;0;63;631
22021;15.0;6;6;0;37;631
22020;7.0;9;9;0;34;631
22019;14.0;7;7;1;66;631
22018;61.0;1;1;5;32;631
21680;0.0;9;9;0;199;632
21679;0.0;8;8;0;200;632
21678;9.0;1;1;1;6;632
21677;6.0;2;2;0;25;632
21676;3.0;3;3;0;180;632
21675;2.0;4;4;0;82;632
21674;1.0;5;5;0;1;632
21673;0.0;6;6;0;63;632
21672;0.0;7;7;0;34;632
21690;0.0;9;9;0;200;633
21689;3.0;4;4;0;66;633
21688;15.0;1;1;1;6;633
21687;15.0;2;2;1;25;633
21686;3.0;5;5;0;180;633
21685;6.0;3;3;0;82;633
21684;3.0;6;6;0;1;633
21683;0.0;7;7;0;63;633
21682;0.0;8;8;0;34;633
21700;6.0;3;3;0;200;634
21699;3.0;7;7;0;66;634
21698;19.0;2;2;1;6;634
21697;24.0;1;1;2;25;634
21696;5.0;6;6;0;180;634
21695;6.0;4;4;0;82;634
21694;6.0;5;5;0;1;634
21693;1.0;8;8;0;63;634
21692;0.0;9;9;0;34;634
21710;0.0;10;10;0;199;635
21709;9.0;4;4;0;200;635
21708;0.0;9;9;0;34;635
21707;3.0;8;8;0;63;635
21706;6.0;6;6;0;1;635
21705;6.0;5;5;0;82;635
21704;5.0;7;7;0;180;635
21703;24.0;2;2;2;25;635
21702;28.0;1;1;2;6;635
21721;0.0;10;10;0;199;636
21720;9.0;4;4;0;200;636
21719;0.0;9;9;0;34;636
21718;3.0;8;8;0;63;636
21717;6.0;7;7;0;1;636
21716;8.0;6;6;0;82;636
21715;9.0;5;5;0;180;636
21714;33.0;1;1;3;25;636
21713;28.0;2;2;2;6;636
21732;15.0;3;3;0;200;637
21731;12.0;5;5;0;66;637
21730;28.0;2;2;2;6;637
21729;42.0;1;1;4;25;637
21728;13.0;4;4;0;180;637
21727;8.0;6;6;0;82;637
21726;6.0;7;7;0;1;637
21725;5.0;8;8;0;63;637
21724;0.0;9;9;0;34;637
21743;17.0;3;3;0;200;638
21742;12.0;5;5;0;66;638
21741;32.0;2;2;2;6;638
21740;51.0;1;1;5;25;638
21739;13.0;4;4;0;180;638
21738;8.0;6;6;0;82;638
21737;6.0;7;7;0;1;638
21736;5.0;8;8;0;63;638
21735;1.0;9;9;0;34;638
21754;0.0;10;10;0;199;639
21753;18.0;5;5;0;200;639
21752;5.0;8;8;0;34;639
21751;5.0;9;9;0;63;639
21750;6.0;7;7;0;1;639
21749;8.0;6;6;0;82;639
21748;19.0;4;4;0;180;639
21747;51.0;1;1;5;25;639
21746;32.0;2;2;2;6;639
21766;30.0;3;3;2;66;640
21765;0.0;11;11;0;199;640
21764;24.0;4;4;0;200;640
21763;5.0;9;9;0;34;640
21762;8.0;7;7;0;63;640
21761;6.0;8;8;0;1;640
21760;9.0;6;6;0;82;640
21759;19.0;5;5;0;180;640
21758;55.0;1;1;5;25;640
21757;32.0;2;2;2;6;640
21778;30.0;3;3;2;66;641
21777;0.0;11;11;0;199;641
21776;30.0;4;4;0;200;641
21775;5.0;9;9;0;34;641
21774;8.0;8;8;0;63;641
21773;10.0;6;6;0;1;641
21772;9.0;7;7;0;82;641
21771;21.0;5;5;0;180;641
21770;64.0;1;1;6;25;641
21769;32.0;2;2;2;6;641
21790;0.0;10;10;0;201;642
21789;33.0;4;4;0;200;642
21788;36.0;2;2;2;66;642
21787;33.0;3;3;2;6;642
21786;73.0;1;1;7;25;642
21785;21.0;5;5;0;180;642
21784;9.0;7;7;0;82;642
21783;10.0;6;6;0;1;642
21782;8.0;8;8;0;63;642
21781;5.0;9;9;0;34;642
21544;0.0;8;8;0;86;643
21543;9.0;1;1;1;34;643
21542;6.0;2;2;0;187;643
21541;4.0;3;3;0;37;643
21538;0.0;6;6;0;66;643
21553;0.0;9;9;0;198;644
21552;0.0;8;8;0;86;644
21551;12.0;2;2;0;187;644
21550;9.0;3;3;1;34;644
21549;13.0;1;1;1;37;644
